step,time,boundary_S,replication,scenario,model,regression,span_method
9,0.18,33.12369133639244,3,A1,GBM,polynomial,fixed
10,0.2,32.26652736544702,3,A1,GBM,polynomial,fixed
11,0.22,32.201171147416716,3,A1,GBM,polynomial,fixed
12,0.24,32.923188410480535,3,A1,GBM,polynomial,fixed
13,0.26,30.186895178601944,3,A1,GBM,polynomial,fixed
14,0.28,,3,A1,GBM,polynomial,fixed
15,0.3,29.363337758868127,3,A1,GBM,polynomial,fixed
16,0.32,29.639188959345887,3,A1,GBM,polynomial,fixed
17,0.34,29.926887283969332,3,A1,GBM,polynomial,fixed
18,0.36,,3,A1,GBM,polynomial,fixed
19,0.38,32.17609969790755,3,A1,GBM,polynomial,fixed
20,0.4,30.441259901827962,3,A1,GBM,polynomial,fixed
21,0.42,,3,A1,GBM,polynomial,fixed
22,0.44,30.769972355466077,3,A1,GBM,polynomial,fixed
23,0.46,32.06956082033184,3,A1,GBM,polynomial,fixed
24,0.48,29.539225520029998,3,A1,GBM,polynomial,fixed
25,0.5,30.77541137434845,3,A1,GBM,polynomial,fixed
26,0.52,30.126240943896036,3,A1,GBM,polynomial,fixed
27,0.54,29.52192044671404,3,A1,GBM,polynomial,fixed
28,0.56,29.469312910264183,3,A1,GBM,polynomial,fixed
29,0.58,30.9557720039299,3,A1,GBM,polynomial,fixed
30,0.6,24.668357954087295,3,A1,GBM,polynomial,fixed
31,0.62,22.168790295878935,3,A1,GBM,polynomial,fixed
32,0.64,26.264429339359936,3,A1,GBM,polynomial,fixed
33,0.66,23.079999488218093,3,A1,GBM,polynomial,fixed
34,0.68,20.858576289367647,3,A1,GBM,polynomial,fixed
35,0.7000000000000001,22.919883235718796,3,A1,GBM,polynomial,fixed
36,0.72,20.876577750781067,3,A1,GBM,polynomial,fixed
37,0.74,28.493333875916875,3,A1,GBM,polynomial,fixed
38,0.76,35.64699053105562,3,A1,GBM,polynomial,fixed
39,0.78,25.10654317371885,3,A1,GBM,polynomial,fixed
40,0.8,23.99716379170816,3,A1,GBM,polynomial,fixed
41,0.8200000000000001,26.393613301324656,3,A1,GBM,polynomial,fixed
42,0.84,36.24568935014683,3,A1,GBM,polynomial,fixed
43,0.86,26.323770916259118,3,A1,GBM,polynomial,fixed
44,0.88,36.88692767962793,3,A1,GBM,polynomial,fixed
45,0.9,23.389771134011728,3,A1,GBM,polynomial,fixed
46,0.92,30.049024220024574,3,A1,GBM,polynomial,fixed
47,0.9400000000000001,30.400643480360557,3,A1,GBM,polynomial,fixed
48,0.96,20.993813132219344,3,A1,GBM,polynomial,fixed
49,0.98,36.17540971120762,3,A1,GBM,polynomial,fixed
1,0.02,,3,A2,Jump-diffusion,polynomial,fixed
2,0.04,23.735927408096774,3,A2,Jump-diffusion,polynomial,fixed
3,0.06,22.903177071295204,3,A2,Jump-diffusion,polynomial,fixed
4,0.08,22.857673091147287,3,A2,Jump-diffusion,polynomial,fixed
5,0.1,22.449577174489445,3,A2,Jump-diffusion,polynomial,fixed
6,0.12,,3,A2,Jump-diffusion,polynomial,fixed
7,0.14,25.762479809427035,3,A2,Jump-diffusion,polynomial,fixed
8,0.16,,3,A2,Jump-diffusion,polynomial,fixed
9,0.18,22.141402102394725,3,A2,Jump-diffusion,polynomial,fixed
10,0.2,24.325641421905214,3,A2,Jump-diffusion,polynomial,fixed
11,0.22,21.76079160946054,3,A2,Jump-diffusion,polynomial,fixed
12,0.24,,3,A2,Jump-diffusion,polynomial,fixed
13,0.26,22.505389224193674,3,A2,Jump-diffusion,polynomial,fixed
14,0.28,22.180976171318754,3,A2,Jump-diffusion,polynomial,fixed
15,0.3,,3,A2,Jump-diffusion,polynomial,fixed
16,0.32,21.36614758832991,3,A2,Jump-diffusion,polynomial,fixed
17,0.34,21.534711768898813,3,A2,Jump-diffusion,polynomial,fixed
18,0.36,,3,A2,Jump-diffusion,polynomial,fixed
19,0.38,,3,A2,Jump-diffusion,polynomial,fixed
20,0.4,31.515024595617245,3,A2,Jump-diffusion,polynomial,fixed
21,0.42,20.85971318367743,3,A2,Jump-diffusion,polynomial,fixed
22,0.44,21.321593113178512,3,A2,Jump-diffusion,polynomial,fixed
23,0.46,22.08970877173472,3,A2,Jump-diffusion,polynomial,fixed
24,0.48,29.298634922588175,3,A2,Jump-diffusion,polynomial,fixed
25,0.5,30.6623265314794,3,A2,Jump-diffusion,polynomial,fixed
26,0.52,30.581468184630197,3,A2,Jump-diffusion,polynomial,fixed
27,0.54,29.583267432371656,3,A2,Jump-diffusion,polynomial,fixed
28,0.56,28.946138434582142,3,A2,Jump-diffusion,polynomial,fixed
29,0.58,21.217483994704327,3,A2,Jump-diffusion,polynomial,fixed
30,0.6,22.558327978181946,3,A2,Jump-diffusion,polynomial,fixed
31,0.62,22.22169025696075,3,A2,Jump-diffusion,polynomial,fixed
32,0.64,34.66078305827982,3,A2,Jump-diffusion,polynomial,fixed
33,0.66,21.87188275324638,3,A2,Jump-diffusion,polynomial,fixed
34,0.68,20.913172858047083,3,A2,Jump-diffusion,polynomial,fixed
35,0.7000000000000001,21.0101883466021,3,A2,Jump-diffusion,polynomial,fixed
36,0.72,20.934440222657418,3,A2,Jump-diffusion,polynomial,fixed
37,0.74,18.39248667768029,3,A2,Jump-diffusion,polynomial,fixed
38,0.76,23.664294880101473,3,A2,Jump-diffusion,polynomial,fixed
39,0.78,25.33650215973085,3,A2,Jump-diffusion,polynomial,fixed
40,0.8,21.98470994257698,3,A2,Jump-diffusion,polynomial,fixed
41,0.8200000000000001,24.94249991248545,3,A2,Jump-diffusion,polynomial,fixed
42,0.84,22.675267052299613,3,A2,Jump-diffusion,polynomial,fixed
43,0.86,23.856544802160144,3,A2,Jump-diffusion,polynomial,fixed
44,0.88,23.523835260960983,3,A2,Jump-diffusion,polynomial,fixed
45,0.9,35.83814145859088,3,A2,Jump-diffusion,polynomial,fixed
46,0.92,18.43438209613191,3,A2,Jump-diffusion,polynomial,fixed
47,0.9400000000000001,28.965095669751022,3,A2,Jump-diffusion,polynomial,fixed
48,0.96,19.71293160234862,3,A2,Jump-diffusion,polynomial,fixed
49,0.98,36.052236652341286,3,A2,Jump-diffusion,polynomial,fixed
1,0.02,,3,B2_fixed,Jump-diffusion,lowess,fixed
2,0.04,,3,B2_fixed,Jump-diffusion,lowess,fixed
3,0.06,,3,B2_fixed,Jump-diffusion,lowess,fixed
4,0.08,,3,B2_fixed,Jump-diffusion,lowess,fixed
5,0.1,22.449577174489445,3,B2_fixed,Jump-diffusion,lowess,fixed
6,0.12,,3,B2_fixed,Jump-diffusion,lowess,fixed
7,0.14,29.30507213576111,3,B2_fixed,Jump-diffusion,lowess,fixed
8,0.16,,3,B2_fixed,Jump-diffusion,lowess,fixed
9,0.18,,3,B2_fixed,Jump-diffusion,lowess,fixed
10,0.2,,3,B2_fixed,Jump-diffusion,lowess,fixed
11,0.22,32.26918296754202,3,B2_fixed,Jump-diffusion,lowess,fixed
12,0.24,34.59091049674122,3,B2_fixed,Jump-diffusion,lowess,fixed
13,0.26,,3,B2_fixed,Jump-diffusion,lowess,fixed
14,0.28,24.604946723406492,3,B2_fixed,Jump-diffusion,lowess,fixed
15,0.3,,3,B2_fixed,Jump-diffusion,lowess,fixed
16,0.32,29.675671700353966,3,B2_fixed,Jump-diffusion,lowess,fixed
17,0.34,,3,B2_fixed,Jump-diffusion,lowess,fixed
18,0.36,,3,B2_fixed,Jump-diffusion,lowess,fixed
19,0.38,,3,B2_fixed,Jump-diffusion,lowess,fixed
20,0.4,31.515024595617245,3,B2_fixed,Jump-diffusion,lowess,fixed
21,0.42,,3,B2_fixed,Jump-diffusion,lowess,fixed
22,0.44,30.82206197000383,3,B2_fixed,Jump-diffusion,lowess,fixed
23,0.46,,3,B2_fixed,Jump-diffusion,lowess,fixed
24,0.48,29.664040014448613,3,B2_fixed,Jump-diffusion,lowess,fixed
25,0.5,30.156302348154938,3,B2_fixed,Jump-diffusion,lowess,fixed
26,0.52,31.74051295429432,3,B2_fixed,Jump-diffusion,lowess,fixed
27,0.54,30.033500619767445,3,B2_fixed,Jump-diffusion,lowess,fixed
28,0.56,29.123364173038144,3,B2_fixed,Jump-diffusion,lowess,fixed
29,0.58,34.03656806170287,3,B2_fixed,Jump-diffusion,lowess,fixed
30,0.6,32.67006202187788,3,B2_fixed,Jump-diffusion,lowess,fixed
31,0.62,25.58505581827888,3,B2_fixed,Jump-diffusion,lowess,fixed
32,0.64,33.69613782248271,3,B2_fixed,Jump-diffusion,lowess,fixed
33,0.66,28.255404023350202,3,B2_fixed,Jump-diffusion,lowess,fixed
34,0.68,32.479227999672986,3,B2_fixed,Jump-diffusion,lowess,fixed
35,0.7000000000000001,32.8561590496119,3,B2_fixed,Jump-diffusion,lowess,fixed
36,0.72,28.85032700744424,3,B2_fixed,Jump-diffusion,lowess,fixed
37,0.74,28.84781998317721,3,B2_fixed,Jump-diffusion,lowess,fixed
38,0.76,31.38739985493382,3,B2_fixed,Jump-diffusion,lowess,fixed
39,0.78,31.54365318030598,3,B2_fixed,Jump-diffusion,lowess,fixed
40,0.8,18.16812643186085,3,B2_fixed,Jump-diffusion,lowess,fixed
41,0.8200000000000001,29.32726099257747,3,B2_fixed,Jump-diffusion,lowess,fixed
42,0.84,24.95058622032803,3,B2_fixed,Jump-diffusion,lowess,fixed
43,0.86,21.86350172808698,3,B2_fixed,Jump-diffusion,lowess,fixed
44,0.88,33.41290856837276,3,B2_fixed,Jump-diffusion,lowess,fixed
45,0.9,34.09107349081215,3,B2_fixed,Jump-diffusion,lowess,fixed
46,0.92,27.202575282606848,3,B2_fixed,Jump-diffusion,lowess,fixed
47,0.9400000000000001,30.785673746635247,3,B2_fixed,Jump-diffusion,lowess,fixed
48,0.96,30.93466403541394,3,B2_fixed,Jump-diffusion,lowess,fixed
49,0.98,34.80892574493686,3,B2_fixed,Jump-diffusion,lowess,fixed
1,0.02,,3,B2_cv,Jump-diffusion,lowess,cv
2,0.04,,3,B2_cv,Jump-diffusion,lowess,cv
3,0.06,,3,B2_cv,Jump-diffusion,lowess,cv
4,0.08,,3,B2_cv,Jump-diffusion,lowess,cv
5,0.1,22.449577174489445,3,B2_cv,Jump-diffusion,lowess,cv
6,0.12,,3,B2_cv,Jump-diffusion,lowess,cv
7,0.14,,3,B2_cv,Jump-diffusion,lowess,cv
8,0.16,,3,B2_cv,Jump-diffusion,lowess,cv
9,0.18,,3,B2_cv,Jump-diffusion,lowess,cv
10,0.2,,3,B2_cv,Jump-diffusion,lowess,cv
11,0.22,27.818390885487513,3,B2_cv,Jump-diffusion,lowess,cv
12,0.24,34.79197295667347,3,B2_cv,Jump-diffusion,lowess,cv
13,0.26,24.827105333118688,3,B2_cv,Jump-diffusion,lowess,cv
14,0.28,24.604946723406492,3,B2_cv,Jump-diffusion,lowess,cv
15,0.3,,3,B2_cv,Jump-diffusion,lowess,cv
16,0.32,,3,B2_cv,Jump-diffusion,lowess,cv
17,0.34,,3,B2_cv,Jump-diffusion,lowess,cv
18,0.36,,3,B2_cv,Jump-diffusion,lowess,cv
19,0.38,,3,B2_cv,Jump-diffusion,lowess,cv
20,0.4,31.806600307389644,3,B2_cv,Jump-diffusion,lowess,cv
21,0.42,,3,B2_cv,Jump-diffusion,lowess,cv
22,0.44,31.08061751081563,3,B2_cv,Jump-diffusion,lowess,cv
23,0.46,,3,B2_cv,Jump-diffusion,lowess,cv
24,0.48,30.11356783571311,3,B2_cv,Jump-diffusion,lowess,cv
25,0.5,30.31474867726012,3,B2_cv,Jump-diffusion,lowess,cv
26,0.52,31.773592122472664,3,B2_cv,Jump-diffusion,lowess,cv
27,0.54,30.074541211578833,3,B2_cv,Jump-diffusion,lowess,cv
28,0.56,29.20911697619852,3,B2_cv,Jump-diffusion,lowess,cv
29,0.58,,3,B2_cv,Jump-diffusion,lowess,cv
30,0.6,,3,B2_cv,Jump-diffusion,lowess,cv
31,0.62,25.418176528197346,3,B2_cv,Jump-diffusion,lowess,cv
32,0.64,32.528360620565955,3,B2_cv,Jump-diffusion,lowess,cv
33,0.66,,3,B2_cv,Jump-diffusion,lowess,cv
34,0.68,34.46519308926759,3,B2_cv,Jump-diffusion,lowess,cv
35,0.7000000000000001,,3,B2_cv,Jump-diffusion,lowess,cv
36,0.72,30.563592165270755,3,B2_cv,Jump-diffusion,lowess,cv
37,0.74,33.88636203370465,3,B2_cv,Jump-diffusion,lowess,cv
38,0.76,28.628720027469313,3,B2_cv,Jump-diffusion,lowess,cv
39,0.78,29.537328157916868,3,B2_cv,Jump-diffusion,lowess,cv
40,0.8,18.16812643186085,3,B2_cv,Jump-diffusion,lowess,cv
41,0.8200000000000001,29.32726099257747,3,B2_cv,Jump-diffusion,lowess,cv
42,0.84,25.997419658749326,3,B2_cv,Jump-diffusion,lowess,cv
43,0.86,21.40451813326782,3,B2_cv,Jump-diffusion,lowess,cv
44,0.88,28.7448485223432,3,B2_cv,Jump-diffusion,lowess,cv
45,0.9,33.99162587747908,3,B2_cv,Jump-diffusion,lowess,cv
46,0.92,27.202575282606848,3,B2_cv,Jump-diffusion,lowess,cv
47,0.9400000000000001,30.785673746635247,3,B2_cv,Jump-diffusion,lowess,cv
48,0.96,30.93466403541394,3,B2_cv,Jump-diffusion,lowess,cv
49,0.98,34.80892574493686,3,B2_cv,Jump-diffusion,lowess,cv
1,0.02,,4,A1,GBM,polynomial,fixed
2,0.04,,4,A1,GBM,polynomial,fixed
3,0.06,,4,A1,GBM,polynomial,fixed
4,0.08,33.764728448618655,4,A1,GBM,polynomial,fixed
5,0.1,33.68801451369095,4,A1,GBM,polynomial,fixed
6,0.12,32.54599138100497,4,A1,GBM,polynomial,fixed
7,0.14,,4,A1,GBM,polynomial,fixed
8,0.16,32.31213533858341,4,A1,GBM,polynomial,fixed
9,0.18,,4,A1,GBM,polynomial,fixed
10,0.2,30.746918271789013,4,A1,GBM,polynomial,fixed
11,0.22,32.48154013409549,4,A1,GBM,polynomial,fixed
12,0.24,29.394958770421063,4,A1,GBM,polynomial,fixed
13,0.26,28.322796535000418,4,A1,GBM,polynomial,fixed
14,0.28,,4,A1,GBM,polynomial,fixed
15,0.3,,4,A1,GBM,polynomial,fixed
16,0.32,,4,A1,GBM,polynomial,fixed
17,0.34,29.989347137268467,4,A1,GBM,polynomial,fixed
18,0.36,29.47676209318855,4,A1,GBM,polynomial,fixed
19,0.38,28.834016260086603,4,A1,GBM,polynomial,fixed
20,0.4,31.400406086202384,4,A1,GBM,polynomial,fixed
21,0.42,30.767283782285702,4,A1,GBM,polynomial,fixed
22,0.44,23.738764325002567,4,A1,GBM,polynomial,fixed
23,0.46,26.30130290513152,4,A1,GBM,polynomial,fixed
24,0.48,31.723090609654633,4,A1,GBM,polynomial,fixed
25,0.5,31.836456141915317,4,A1,GBM,polynomial,fixed
26,0.52,27.667171025529175,4,A1,GBM,polynomial,fixed
27,0.54,26.15035590350376,4,A1,GBM,polynomial,fixed
28,0.56,27.69581791245643,4,A1,GBM,polynomial,fixed
29,0.58,27.392606571627596,4,A1,GBM,polynomial,fixed
30,0.6,27.9288639413715,4,A1,GBM,polynomial,fixed
31,0.62,28.766661692581692,4,A1,GBM,polynomial,fixed
32,0.64,28.999050219007486,4,A1,GBM,polynomial,fixed
33,0.66,28.98408907191878,4,A1,GBM,polynomial,fixed
34,0.68,27.18692910825341,4,A1,GBM,polynomial,fixed
35,0.7000000000000001,27.67627495143441,4,A1,GBM,polynomial,fixed
36,0.72,27.9677814792427,4,A1,GBM,polynomial,fixed
37,0.74,27.10133346959186,4,A1,GBM,polynomial,fixed
38,0.76,30.41337630344597,4,A1,GBM,polynomial,fixed
39,0.78,30.11954776711273,4,A1,GBM,polynomial,fixed
40,0.8,30.50845458087059,4,A1,GBM,polynomial,fixed
41,0.8200000000000001,20.739053408898815,4,A1,GBM,polynomial,fixed
42,0.84,21.203019690537275,4,A1,GBM,polynomial,fixed
43,0.86,21.358851677232746,4,A1,GBM,polynomial,fixed
44,0.88,23.551740804081607,4,A1,GBM,polynomial,fixed
45,0.9,24.642777084678155,4,A1,GBM,polynomial,fixed
46,0.92,34.64763010439988,4,A1,GBM,polynomial,fixed
47,0.9400000000000001,24.718589450924203,4,A1,GBM,polynomial,fixed
48,0.96,23.933572844083425,4,A1,GBM,polynomial,fixed
49,0.98,23.356682403949925,4,A1,GBM,polynomial,fixed
1,0.02,36.46469105196992,4,A2,Jump-diffusion,polynomial,fixed
2,0.04,31.84563140209399,4,A2,Jump-diffusion,polynomial,fixed
3,0.06,31.95586007926373,4,A2,Jump-diffusion,polynomial,fixed
4,0.08,24.131436363979688,4,A2,Jump-diffusion,polynomial,fixed
5,0.1,,4,A2,Jump-diffusion,polynomial,fixed
6,0.12,,4,A2,Jump-diffusion,polynomial,fixed
7,0.14,,4,A2,Jump-diffusion,polynomial,fixed
8,0.16,,4,A2,Jump-diffusion,polynomial,fixed
9,0.18,,4,A2,Jump-diffusion,polynomial,fixed
10,0.2,,4,A2,Jump-diffusion,polynomial,fixed
11,0.22,26.406076491437645,4,A2,Jump-diffusion,polynomial,fixed
12,0.24,25.957719260195205,4,A2,Jump-diffusion,polynomial,fixed
13,0.26,27.403975285095665,4,A2,Jump-diffusion,polynomial,fixed
14,0.28,29.75154912144897,4,A2,Jump-diffusion,polynomial,fixed
15,0.3,28.403253145295423,4,A2,Jump-diffusion,polynomial,fixed
16,0.32,28.8993607799425,4,A2,Jump-diffusion,polynomial,fixed
17,0.34,28.70018654816424,4,A2,Jump-diffusion,polynomial,fixed
18,0.36,27.840068097700662,4,A2,Jump-diffusion,polynomial,fixed
19,0.38,29.76608519102098,4,A2,Jump-diffusion,polynomial,fixed
20,0.4,31.81443196797494,4,A2,Jump-diffusion,polynomial,fixed
21,0.42,26.948394711832194,4,A2,Jump-diffusion,polynomial,fixed
22,0.44,23.973161786473206,4,A2,Jump-diffusion,polynomial,fixed
23,0.46,25.127189071441446,4,A2,Jump-diffusion,polynomial,fixed
24,0.48,20.569222836350317,4,A2,Jump-diffusion,polynomial,fixed
25,0.5,33.3604756912017,4,A2,Jump-diffusion,polynomial,fixed
26,0.52,21.696525703016654,4,A2,Jump-diffusion,polynomial,fixed
27,0.54,25.40901474301481,4,A2,Jump-diffusion,polynomial,fixed
28,0.56,26.766795632917766,4,A2,Jump-diffusion,polynomial,fixed
29,0.58,27.14359643942029,4,A2,Jump-diffusion,polynomial,fixed
30,0.6,26.596325875567832,4,A2,Jump-diffusion,polynomial,fixed
31,0.62,27.428778153291365,4,A2,Jump-diffusion,polynomial,fixed
32,0.64,29.538910311839995,4,A2,Jump-diffusion,polynomial,fixed
33,0.66,19.42492708497235,4,A2,Jump-diffusion,polynomial,fixed
34,0.68,29.28961917686084,4,A2,Jump-diffusion,polynomial,fixed
35,0.7000000000000001,25.714626987931638,4,A2,Jump-diffusion,polynomial,fixed
36,0.72,27.285477509543465,4,A2,Jump-diffusion,polynomial,fixed
37,0.74,26.48406856289552,4,A2,Jump-diffusion,polynomial,fixed
38,0.76,27.415355258188477,4,A2,Jump-diffusion,polynomial,fixed
39,0.78,28.168857742135742,4,A2,Jump-diffusion,polynomial,fixed
40,0.8,30.215419357387418,4,A2,Jump-diffusion,polynomial,fixed
41,0.8200000000000001,29.25036404288472,4,A2,Jump-diffusion,polynomial,fixed
42,0.84,20.897059265442625,4,A2,Jump-diffusion,polynomial,fixed
43,0.86,21.429580829818473,4,A2,Jump-diffusion,polynomial,fixed
44,0.88,22.512375032445124,4,A2,Jump-diffusion,polynomial,fixed
45,0.9,22.75066028697439,4,A2,Jump-diffusion,polynomial,fixed
46,0.92,20.675498330142904,4,A2,Jump-diffusion,polynomial,fixed
47,0.9400000000000001,27.35074298236419,4,A2,Jump-diffusion,polynomial,fixed
48,0.96,25.11044513852955,4,A2,Jump-diffusion,polynomial,fixed
49,0.98,23.696211220105482,4,A2,Jump-diffusion,polynomial,fixed
1,0.02,35.87958764391046,4,B2_fixed,Jump-diffusion,lowess,fixed
2,0.04,32.991224932495165,4,B2_fixed,Jump-diffusion,lowess,fixed
3,0.06,31.95586007926373,4,B2_fixed,Jump-diffusion,lowess,fixed
4,0.08,24.131436363979688,4,B2_fixed,Jump-diffusion,lowess,fixed
5,0.1,30.418126994328542,4,B2_fixed,Jump-diffusion,lowess,fixed
6,0.12,,4,B2_fixed,Jump-diffusion,lowess,fixed
7,0.14,,4,B2_fixed,Jump-diffusion,lowess,fixed
8,0.16,,4,B2_fixed,Jump-diffusion,lowess,fixed
9,0.18,,4,B2_fixed,Jump-diffusion,lowess,fixed
10,0.2,,4,B2_fixed,Jump-diffusion,lowess,fixed
11,0.22,32.66549594800436,4,B2_fixed,Jump-diffusion,lowess,fixed
12,0.24,31.94903012976231,4,B2_fixed,Jump-diffusion,lowess,fixed
13,0.26,31.974627505623857,4,B2_fixed,Jump-diffusion,lowess,fixed
14,0.28,31.095381613424827,4,B2_fixed,Jump-diffusion,lowess,fixed
15,0.3,30.959319151054228,4,B2_fixed,Jump-diffusion,lowess,fixed
16,0.32,30.94418941340455,4,B2_fixed,Jump-diffusion,lowess,fixed
17,0.34,28.70018654816424,4,B2_fixed,Jump-diffusion,lowess,fixed
18,0.36,24.562053937900735,4,B2_fixed,Jump-diffusion,lowess,fixed
19,0.38,28.581280779929713,4,B2_fixed,Jump-diffusion,lowess,fixed
20,0.4,30.823831939556356,4,B2_fixed,Jump-diffusion,lowess,fixed
21,0.42,31.553555759300206,4,B2_fixed,Jump-diffusion,lowess,fixed
22,0.44,31.466274031134997,4,B2_fixed,Jump-diffusion,lowess,fixed
23,0.46,32.47088101640216,4,B2_fixed,Jump-diffusion,lowess,fixed
24,0.48,,4,B2_fixed,Jump-diffusion,lowess,fixed
25,0.5,31.117361353643563,4,B2_fixed,Jump-diffusion,lowess,fixed
26,0.52,29.55289474118402,4,B2_fixed,Jump-diffusion,lowess,fixed
27,0.54,32.324145738901564,4,B2_fixed,Jump-diffusion,lowess,fixed
28,0.56,31.592827402029645,4,B2_fixed,Jump-diffusion,lowess,fixed
29,0.58,25.757186977411855,4,B2_fixed,Jump-diffusion,lowess,fixed
30,0.6,28.633571446222547,4,B2_fixed,Jump-diffusion,lowess,fixed
31,0.62,,4,B2_fixed,Jump-diffusion,lowess,fixed
32,0.64,29.47038728637238,4,B2_fixed,Jump-diffusion,lowess,fixed
33,0.66,28.64493214263229,4,B2_fixed,Jump-diffusion,lowess,fixed
34,0.68,27.258089911447748,4,B2_fixed,Jump-diffusion,lowess,fixed
35,0.7000000000000001,27.404817132821886,4,B2_fixed,Jump-diffusion,lowess,fixed
36,0.72,26.314586633679724,4,B2_fixed,Jump-diffusion,lowess,fixed
37,0.74,27.83214384944706,4,B2_fixed,Jump-diffusion,lowess,fixed
38,0.76,28.09957760904093,4,B2_fixed,Jump-diffusion,lowess,fixed
39,0.78,25.847283020258732,4,B2_fixed,Jump-diffusion,lowess,fixed
40,0.8,28.92432452406589,4,B2_fixed,Jump-diffusion,lowess,fixed
41,0.8200000000000001,28.342584336805672,4,B2_fixed,Jump-diffusion,lowess,fixed
42,0.84,33.60716444814633,4,B2_fixed,Jump-diffusion,lowess,fixed
43,0.86,23.684307609600953,4,B2_fixed,Jump-diffusion,lowess,fixed
44,0.88,22.739965856451875,4,B2_fixed,Jump-diffusion,lowess,fixed
45,0.9,28.959739573454538,4,B2_fixed,Jump-diffusion,lowess,fixed
46,0.92,26.899097802360863,4,B2_fixed,Jump-diffusion,lowess,fixed
47,0.9400000000000001,35.95269194492857,4,B2_fixed,Jump-diffusion,lowess,fixed
48,0.96,26.206541748368963,4,B2_fixed,Jump-diffusion,lowess,fixed
49,0.98,23.444839964526683,4,B2_fixed,Jump-diffusion,lowess,fixed
1,0.02,35.87958764391046,4,B2_cv,Jump-diffusion,lowess,cv
2,0.04,32.991224932495165,4,B2_cv,Jump-diffusion,lowess,cv
3,0.06,31.95586007926373,4,B2_cv,Jump-diffusion,lowess,cv
4,0.08,24.131436363979688,4,B2_cv,Jump-diffusion,lowess,cv
5,0.1,25.72537063751806,4,B2_cv,Jump-diffusion,lowess,cv
6,0.12,26.02690628229768,4,B2_cv,Jump-diffusion,lowess,cv
7,0.14,26.50411196219259,4,B2_cv,Jump-diffusion,lowess,cv
8,0.16,,4,B2_cv,Jump-diffusion,lowess,cv
9,0.18,,4,B2_cv,Jump-diffusion,lowess,cv
10,0.2,,4,B2_cv,Jump-diffusion,lowess,cv
11,0.22,32.43589700991724,4,B2_cv,Jump-diffusion,lowess,cv
12,0.24,30.260972232341302,4,B2_cv,Jump-diffusion,lowess,cv
13,0.26,28.351118967617335,4,B2_cv,Jump-diffusion,lowess,cv
14,0.28,31.459188731930475,4,B2_cv,Jump-diffusion,lowess,cv
15,0.3,29.82288450125033,4,B2_cv,Jump-diffusion,lowess,cv
16,0.32,30.59446306918191,4,B2_cv,Jump-diffusion,lowess,cv
17,0.34,29.19825969710511,4,B2_cv,Jump-diffusion,lowess,cv
18,0.36,24.562053937900735,4,B2_cv,Jump-diffusion,lowess,cv
19,0.38,27.72831193360447,4,B2_cv,Jump-diffusion,lowess,cv
20,0.4,29.835063752547665,4,B2_cv,Jump-diffusion,lowess,cv
21,0.42,30.986274278542542,4,B2_cv,Jump-diffusion,lowess,cv
22,0.44,31.595552751787938,4,B2_cv,Jump-diffusion,lowess,cv
23,0.46,32.36199212990923,4,B2_cv,Jump-diffusion,lowess,cv
24,0.48,29.940652559503008,4,B2_cv,Jump-diffusion,lowess,cv
25,0.5,31.454310529460383,4,B2_cv,Jump-diffusion,lowess,cv
26,0.52,29.264993216762726,4,B2_cv,Jump-diffusion,lowess,cv
27,0.54,32.575747032062345,4,B2_cv,Jump-diffusion,lowess,cv
28,0.56,31.870030952355382,4,B2_cv,Jump-diffusion,lowess,cv
29,0.58,29.878125644859193,4,B2_cv,Jump-diffusion,lowess,cv
30,0.6,30.707350626768513,4,B2_cv,Jump-diffusion,lowess,cv
31,0.62,30.36721380482354,4,B2_cv,Jump-diffusion,lowess,cv
32,0.64,31.720695706804346,4,B2_cv,Jump-diffusion,lowess,cv
33,0.66,24.365977801820133,4,B2_cv,Jump-diffusion,lowess,cv
34,0.68,32.35650996762902,4,B2_cv,Jump-diffusion,lowess,cv
35,0.7000000000000001,23.38570646079789,4,B2_cv,Jump-diffusion,lowess,cv
36,0.72,27.252884225726515,4,B2_cv,Jump-diffusion,lowess,cv
37,0.74,27.708935523640385,4,B2_cv,Jump-diffusion,lowess,cv
38,0.76,28.003709579151817,4,B2_cv,Jump-diffusion,lowess,cv
39,0.78,26.69006301726506,4,B2_cv,Jump-diffusion,lowess,cv
40,0.8,30.215419357387418,4,B2_cv,Jump-diffusion,lowess,cv
41,0.8200000000000001,29.79624477691629,4,B2_cv,Jump-diffusion,lowess,cv
42,0.84,30.906113351554538,4,B2_cv,Jump-diffusion,lowess,cv
43,0.86,27.252448038654297,4,B2_cv,Jump-diffusion,lowess,cv
44,0.88,23.631548448651937,4,B2_cv,Jump-diffusion,lowess,cv
45,0.9,28.959739573454538,4,B2_cv,Jump-diffusion,lowess,cv
46,0.92,26.899097802360863,4,B2_cv,Jump-diffusion,lowess,cv
47,0.9400000000000001,35.95269194492857,4,B2_cv,Jump-diffusion,lowess,cv
48,0.96,26.206541748368963,4,B2_cv,Jump-diffusion,lowess,cv
49,0.98,23.444839964526683,4,B2_cv,Jump-diffusion,lowess,cv
1,0.02,,5,A1,GBM,polynomial,fixed
2,0.04,,5,A1,GBM,polynomial,fixed
3,0.06,35.30929095231451,5,A1,GBM,polynomial,fixed
4,0.08,32.768421674544015,5,A1,GBM,polynomial,fixed
5,0.1,34.91171494697385,5,A1,GBM,polynomial,fixed
6,0.12,33.62243462056739,5,A1,GBM,polynomial,fixed
